Gene	induced	time 
AT4G38470	FALSE	day
AT4G38520	TRUE	day
AT4G38540	FALSE	none
AT4G38570	FALSE	day
AT4G38620	TRUE	day
AT4G38660	TRUE	day
AT4G38690	FALSE	day
AT4G38740	TRUE	none
AT4G38810	TRUE	none
AT4G38840	TRUE	day
AT4G38860	FALSE	night
AT4G38900	FALSE	none
AT4G38960	TRUE	day
AT4G38970	TRUE	day
AT4G39070	FALSE	none
AT4G39090;AT4G39080	FALSE	none
AT4G39100	FALSE	none
AT4G39120	TRUE	day
AT4G39140	FALSE	none
AT4G39210	TRUE	none
AT4G39280	TRUE	none
AT4G39330	TRUE	day
AT4G39510	TRUE	day
AT4G39560	FALSE	none
AT4G39620	FALSE	day
AT4G39660	FALSE	day
AT4G39675	TRUE	night
AT4G39730	TRUE	none
AT4G39740	TRUE	day
AT4G39790	TRUE	day
AT4G39800	TRUE	none
AT4G39830	TRUE	day
AT4G39840	TRUE	day
AT4G39860	TRUE	day
AT4G39900	FALSE	day
AT4G39940	TRUE	none
AT4G39950	TRUE	none
AT4G39980	TRUE	day
AT5G01015	TRUE	day
AT5G01050;AT5G01040	TRUE	day
AT5G01210	FALSE	none
AT5G01220	TRUE	day
AT5G01240	FALSE	none
AT5G01350	FALSE	none
AT5G01390	FALSE	none
AT5G01410	TRUE	day
AT5G01500	TRUE	day
AT5G01520	TRUE	night
AT5G01540	TRUE	day
AT5G01550	TRUE	day
AT5G01600	FALSE	day
AT5G01610	FALSE	day
AT5G01790	TRUE	day
AT5G01810	FALSE	day
AT5G01820	TRUE	day
AT5G01850	TRUE	day
AT5G01880	TRUE	none
AT5G01890	TRUE	day
AT5G02010	FALSE	none
AT5G02020	FALSE	day
AT5G02120	TRUE	none
AT5G02150	FALSE	none
AT5G02180	TRUE	day
AT5G02230	TRUE	day
AT5G02270	TRUE	day
AT5G02280	TRUE	none
AT5G02290	FALSE	day
AT5G02320;AT2G13960	FALSE	day
AT5G02410	TRUE	none
AT5G02440	FALSE	none
AT5G02480	TRUE	none
AT5G02500	TRUE	none
AT5G02540	FALSE	day
AT5G02580	FALSE	day
AT5G02620	TRUE	day
AT5G02760	FALSE	none
AT5G02810	TRUE	night
AT5G02830	TRUE	day
AT5G02840	FALSE	none
AT5G02890	TRUE	day
AT5G02940	TRUE	none
AT5G03120	TRUE	day
AT5G03140	TRUE	day
AT5G03160	TRUE	day
AT5G03180	FALSE	none
AT5G03190	TRUE	none
AT5G03210	TRUE	none
AT5G03220;AT5G03500	FALSE	none
AT5G03230	FALSE	day
AT5G03310	FALSE	day
AT5G03470	FALSE	day
AT5G03555	TRUE	day
AT5G03630	TRUE	none
AT5G03670	TRUE	day
AT5G03730	FALSE	none
AT5G03905	TRUE	day
AT5G04040	FALSE	day
AT5G04160	TRUE	day
AT5G04310	FALSE	none
AT5G04340	TRUE	day
AT5G04440	TRUE	night
AT5G04660	TRUE	none
AT5G04720	FALSE	none
AT5G04750	FALSE	day
AT5G04760	FALSE	none
AT5G04770	FALSE	day
AT5G04830	TRUE	none
AT5G04860;AT2G10560	TRUE	day
AT5G04880	FALSE	none
AT5G04910	FALSE	none
AT5G04950	TRUE	night
AT5G04980	TRUE	day
AT5G05080	FALSE	day
AT5G05100	FALSE	none
AT5G05140	FALSE	none
AT5G05230	FALSE	none
AT5G05250	TRUE	none
AT5G05270	TRUE	none
AT5G05410	TRUE	none
AT5G05440	FALSE	none
AT5G05550	FALSE	day
AT5G05600	TRUE	day
AT5G05660	FALSE	none
AT5G05690	FALSE	none
AT5G05710	FALSE	day
AT5G05750;AT5G05760	FALSE	none
AT5G05760	FALSE	none
AT5G05790	TRUE	day
AT5G05800	FALSE	none
AT5G05860	FALSE	night
AT5G05930	FALSE	none
AT5G05990	TRUE	none
AT5G06000	TRUE	day
AT5G06140	FALSE	none
AT5G06280	TRUE	none
AT5G06440	TRUE	day
AT5G06530	TRUE	day
AT5G06550	TRUE	day
AT5G06560	FALSE	none
AT5G06570	FALSE	night
AT5G06610	FALSE	day
AT5G06670	FALSE	none
AT5G06690	FALSE	day
AT5G06780	FALSE	none
AT5G06790	TRUE	day
AT5G06870	FALSE	none
AT5G06930	FALSE	day
AT5G06970	FALSE	none
AT5G06980	TRUE	night
AT5G07000	FALSE	day
AT5G07010	FALSE	day
AT5G07020	TRUE	day
AT5G07100	FALSE	none
AT5G07240;AT5G07250	TRUE	day
AT5G07320	TRUE	day
AT5G07440	FALSE	day
AT5G07460	TRUE	day
AT5G07690	TRUE	none
AT5G07800	TRUE	none
AT5G07860	FALSE	none
AT5G07870	FALSE	day
AT5G07900	TRUE	day
AT5G07920	TRUE	none
AT5G07950	FALSE	none
AT5G08050	TRUE	day
AT5G08070	TRUE	none
AT5G08080	FALSE	day
AT5G08120	FALSE	none
AT5G08130	TRUE	none
AT5G08139	FALSE	day
AT5G08350	FALSE	day
AT5G08520	FALSE	none
AT5G08600	TRUE	day
AT5G08620	FALSE	none
AT5G08640	TRUE	none
AT5G08740	TRUE	day
AT5G08750	TRUE	none
AT5G09300	FALSE	day
AT5G09590	TRUE	day
AT5G09620	TRUE	none
AT5G09740	FALSE	none
AT5G09760	TRUE	none
AT5G09800	TRUE	none
AT5G09840	TRUE	day
AT5G09870	TRUE	day
AT5G09930	TRUE	day
AT5G09990	TRUE	none
AT5G10010	TRUE	day
AT5G10030	FALSE	none
AT5G10270	TRUE	day
AT5G10380	TRUE	day
AT5G10400	FALSE	day
AT5G10460	FALSE	day
AT5G10470	TRUE	day
AT5G10480	TRUE	day
AT5G10695	FALSE	day
AT5G10750	TRUE	day
AT5G10870	FALSE	none
AT5G10930	TRUE	day
AT5G11000	TRUE	day
AT5G11070	FALSE	day
AT5G11160	TRUE	day
AT5G11260	TRUE	day
AT5G11450	TRUE	day
AT5G11460	TRUE	day
AT5G11510	TRUE	day
AT5G11580	FALSE	none
AT5G11590	TRUE	day
AT5G11650	TRUE	none
AT5G11720	FALSE	none
AT5G11740	TRUE	day
AT5G11790	TRUE	day
AT5G11800	FALSE	none
AT5G12010	TRUE	day
AT5G12050	FALSE	day
AT5G12080	TRUE	none
AT5G12110	TRUE	none
AT5G12120	FALSE	none
AT5G12230	FALSE	none
AT5G12470	TRUE	none
AT5G12860	TRUE	day
AT5G12900	TRUE	day
AT5G12950;AT5G12960	FALSE	none
AT5G13080	FALSE	none
AT5G13090	FALSE	none
AT5G13110	TRUE	none
AT5G13200	TRUE	day
AT5G13240	FALSE	none
AT5G13400	TRUE	day
AT5G13570	FALSE	day
AT5G13630	TRUE	none
AT5G13640	TRUE	day
AT5G13710	FALSE	none
AT5G13740	TRUE	night
AT5G13750	TRUE	none
AT5G13770;AT5G13780	TRUE	day
AT5G13930	TRUE	day
AT5G14040	TRUE	day
AT5G14050	TRUE	day
AT5G14080	FALSE	none
AT5G14090	FALSE	day
AT5G14120	FALSE	none
AT5G14180	FALSE	none
AT5G14210	TRUE	day
AT5G14240	FALSE	none
AT5G14390	FALSE	none
AT5G14410	FALSE	none
AT5G14420	FALSE	day
AT5G14430	FALSE	none
AT5G14470	FALSE	day
AT5G14510	FALSE	day
AT5G14530	FALSE	none
AT5G14570	TRUE	none
AT5G14640	TRUE	none
AT5G14700	TRUE	none
AT5G14730	FALSE	none
AT5G14760	TRUE	day
AT5G14880	TRUE	day
AT5G14920	FALSE	none
AT5G15050	TRUE	day
AT5G15160	FALSE	day
AT5G15330	FALSE	none
AT5G15350	FALSE	none
AT5G15450	TRUE	none
AT5G15490	TRUE	day
AT5G15510	FALSE	day
AT5G15580	FALSE	none
AT5G15600	TRUE	none
AT5G15650;AT3G02230	TRUE	day
AT5G15740	TRUE	day
AT5G15760	TRUE	none
AT5G15830	FALSE	day
AT5G15910	TRUE	day
AT5G15950	TRUE	day
AT5G15960;AT5G15970	TRUE	day
AT5G15980	TRUE	none
AT5G16010	TRUE	none
AT5G16030	FALSE	none
AT5G16080	TRUE	none
AT5G16110	FALSE	none
AT5G16120	FALSE	day
AT5G16180	FALSE	none
AT5G16200	TRUE	day
AT5G16250	FALSE	day
AT5G16260	FALSE	none
AT5G16370;AT5G16340	FALSE	day
AT5G16480	FALSE	none
AT5G16505	FALSE	none
AT5G16600	TRUE	day
AT5G16630	FALSE	none
AT5G16650	FALSE	day
AT5G16800	FALSE	day
AT5G16820	FALSE	none
AT5G16830	FALSE	day
AT5G16880	FALSE	day
AT5G16930	TRUE	day
AT5G17010	TRUE	day
AT5G17050	TRUE	day
AT5G17170	TRUE	day
AT5G17210	TRUE	day
AT5G17220	TRUE	night
AT5G17230	TRUE	day
AT5G17290	FALSE	none
AT5G17300	TRUE	night
AT5G17310	TRUE	day
AT5G17370	TRUE	none
AT5G17450	TRUE	day
AT5G17600	TRUE	day
AT5G17640;AT5G17630	TRUE	day
AT5G17700	TRUE	day
AT5G17790	TRUE	none
AT5G17860	TRUE	day
AT5G17920;AT3G03780	TRUE	day
AT5G17980	TRUE	day
AT5G18110	FALSE	none
AT5G18130	FALSE	none
AT5G18140	FALSE	day
AT5G18170	FALSE	none
AT5G18200	TRUE	day
AT5G18310	FALSE	none
AT5G18490	FALSE	none
AT5G18630	FALSE	day
AT5G18640	FALSE	day
AT5G18650	FALSE	day
AT5G18660	TRUE	day
AT5G18670	TRUE	night
AT5G18750	TRUE	day
AT5G18820	FALSE	day
AT5G19120;AT5G19130	FALSE	day
AT5G19140	FALSE	none
AT5G19200	FALSE	none
AT5G19240	TRUE	day
AT5G19250	TRUE	day
AT5G19260	FALSE	day
AT5G19330	FALSE	none
AT5G19340	FALSE	day
AT5G19380	TRUE	none
AT5G19500	TRUE	day
AT5G19530	FALSE	day
AT5G19540	TRUE	none
AT5G19580	TRUE	none
AT5G19620	TRUE	day
AT5G19730	TRUE	day
AT5G19850	TRUE	day
AT5G19860	FALSE	none
AT5G19875	TRUE	day
AT5G19950	FALSE	none
AT5G20030	FALSE	none
AT5G20070	TRUE	day
AT5G20110	TRUE	day
AT5G20140	TRUE	none
AT5G20150	TRUE	day
AT5G20180	TRUE	none
AT5G20230	FALSE	night
AT5G20250	FALSE	night
AT5G20270	TRUE	day
AT5G20280	TRUE	day
AT5G20380	TRUE	none
AT5G20520	FALSE	none
AT5G20540	TRUE	none
AT5G20680	TRUE	day
AT5G20730	TRUE	none
AT5G20830	TRUE	none
AT5G20935	TRUE	none
AT5G21060	TRUE	day
AT5G21100	TRUE	day
AT5G21160	FALSE	none
AT5G21170	FALSE	none
AT5G22060	TRUE	none
AT5G22270	FALSE	day
AT5G22290	FALSE	day
AT5G22310	FALSE	none
AT5G22360	FALSE	none
AT5G22390	TRUE	day
AT5G22630	TRUE	day
AT5G22710	FALSE	day
AT5G22875	FALSE	none
AT5G22920	FALSE	day
AT5G22940	FALSE	none
AT5G23050	FALSE	day
AT5G23060	TRUE	day
AT5G23070	TRUE	day
AT5G23080	FALSE	day
AT5G23090	FALSE	day
AT5G23130	FALSE	none
AT5G23210	FALSE	none
AT5G23240;AT5G23235	TRUE	day
AT5G23300	TRUE	day
AT5G23340	FALSE	none
AT5G23340;AT5G23350;AT5G23360	FALSE	day
AT5G23380	FALSE	none
AT5G23405	FALSE	none
AT5G23480	TRUE	day
AT5G23610	FALSE	none
AT5G23670	FALSE	none
AT5G23680	TRUE	day
AT5G23860	FALSE	day
AT5G23920	TRUE	day
AT5G24030	TRUE	day
AT5G24120	TRUE	none
AT5G24150	TRUE	day
AT5G24160	TRUE	none
AT5G24270	FALSE	day
AT5G24300	TRUE	none
AT5G24390;AT5G24380	TRUE	day
AT5G24520	FALSE	none
AT5G24530	FALSE	day
AT5G24580	FALSE	day
AT5G24660	TRUE	day
AT5G24770;AT5G24780	TRUE	day
AT5G24800	FALSE	day
AT5G24810	TRUE	day
AT5G24850	TRUE	night
AT5G24870	TRUE	none
AT5G24890	FALSE	day
AT5G25020;AT5G24990	TRUE	day
AT5G25060	FALSE	day
AT5G25120	TRUE	day
AT5G25190	FALSE	none
AT5G25210	FALSE	none
AT5G25220	TRUE	day
AT5G25240	FALSE	none
AT5G25280	FALSE	none
AT5G25440	FALSE	night
AT5G25480	TRUE	day
AT5G25500	TRUE	day
AT5G25580	TRUE	day
AT5G25610	TRUE	day
AT5G25770	FALSE	day
AT5G26220	TRUE	day
AT5G26230	TRUE	none
AT5G26720	TRUE	none
AT5G26740	FALSE	day
AT5G26751;AT3G05840	TRUE	day
AT5G26780	TRUE	day
AT5G26790	TRUE	day
AT5G26980	FALSE	none
AT5G27010;AT5G06350	TRUE	none
AT5G27140;AT5G27120	TRUE	day
AT5G27400	FALSE	none
AT5G27620	TRUE	none
AT5G27930	TRUE	day
AT5G27950	FALSE	none
AT5G28030	TRUE	day
AT5G28050	FALSE	day
AT5G28150	TRUE	day
AT5G28500	TRUE	day
AT5G28530	TRUE	none
AT5G28770	FALSE	day
AT5G32440	FALSE	none
AT5G32450	FALSE	none
AT5G33290	TRUE	day
AT5G35200	FALSE	day
AT5G35460	TRUE	day
AT5G35490	TRUE	day
AT5G35670	FALSE	none
AT5G35735	TRUE	day
AT5G35750	FALSE	none
AT5G35790	FALSE	none
AT5G35970	TRUE	day
AT5G36160	TRUE	none
AT5G36220	TRUE	day
AT5G36710;AT5G36800	TRUE	day
AT5G36940	TRUE	day
AT5G37020	TRUE	day
AT5G37055	FALSE	none
AT5G37260	FALSE	none
AT5G37300	TRUE	none
AT5G37360	TRUE	day
AT5G37550	TRUE	none
AT5G37710	FALSE	none
AT5G37930	FALSE	none
AT5G38150	TRUE	day
AT5G38510	TRUE	day
AT5G38520	TRUE	day
AT5G38530	TRUE	none
AT5G38560	TRUE	day
AT5G38720	TRUE	none
AT5G38895	FALSE	none
AT5G38980	TRUE	day
AT5G39040	TRUE	day
AT5G39080	FALSE	night
AT5G39210	TRUE	day
AT5G39520	TRUE	night
AT5G39580	FALSE	none
AT5G39590	FALSE	day
AT5G39600	FALSE	day
AT5G39610	FALSE	day
AT5G39660	TRUE	night
AT5G39710	TRUE	none
AT5G39760	TRUE	day
AT5G39830	TRUE	none
AT5G39980;AT5G39970	TRUE	day
AT5G40060	TRUE	day
AT5G40150	TRUE	day
AT5G40190	FALSE	day
AT5G40210	TRUE	none
AT5G40340	FALSE	none
AT5G40380	TRUE	day
AT5G40390	TRUE	day
AT5G40450	FALSE	none
AT5G40500	TRUE	day
AT5G40540	TRUE	none
AT5G40660	FALSE	none
AT5G40740	FALSE	none
AT5G40980	TRUE	none
AT5G41070	TRUE	day
AT5G41080	FALSE	day
AT5G41150	FALSE	none
AT5G41220;AT5G41240	FALSE	none
AT5G41340	FALSE	day
AT5G41400	TRUE	day
AT5G41410	TRUE	day
AT5G41560	FALSE	none
AT5G41670	TRUE	none
AT5G41900	TRUE	day
AT5G41940	FALSE	none
AT5G42050	TRUE	none
AT5G42060	TRUE	none
AT5G42070	TRUE	day
AT5G42100	TRUE	day
AT5G42130	TRUE	day
AT5G42200	FALSE	day
AT5G42270	TRUE	day
AT5G42520	FALSE	day
AT5G42650	TRUE	day
AT5G42720	TRUE	day
AT5G42740	TRUE	none
AT5G42765;AT5G42760	TRUE	day
AT5G42800	TRUE	none
AT5G42870	FALSE	none
AT5G42900	FALSE	none
AT5G43070	TRUE	day
AT5G43140	TRUE	none
AT5G43150	TRUE	none
AT5G43170	TRUE	day
AT5G43190	FALSE	none
AT5G43260	TRUE	none
AT5G43270	TRUE	day
AT5G43380	TRUE	day
AT5G43430	FALSE	day
AT5G43440	FALSE	none
AT5G43700	FALSE	day
AT5G43740	TRUE	day
AT5G43745	TRUE	day
AT5G43750	TRUE	day
AT5G43760	TRUE	day
AT5G43790	TRUE	day
AT5G43820	FALSE	none
AT5G43850	TRUE	day
AT5G43860	TRUE	day
AT5G43870	TRUE	day
AT5G43880	TRUE	day
AT5G43930	FALSE	none
AT5G43960	TRUE	day
AT5G44010	FALSE	day
AT5G44020	FALSE	none
AT5G44030;AT5G44040	TRUE	day
AT5G44060	TRUE	day
AT5G44110	TRUE	day
AT5G44190	TRUE	day
AT5G44200	FALSE	day
AT5G44250	FALSE	day
AT5G44400	TRUE	day
AT5G44410	TRUE	day
AT5G44500	TRUE	day
AT5G44530	TRUE	day
AT5G44650	TRUE	none
AT5G44670	TRUE	day
AT5G44680	FALSE	night
AT5G44870	TRUE	day
AT5G45110	FALSE	none
AT5G45250	FALSE	none
AT5G45270	TRUE	none
AT5G45280	TRUE	none
AT5G45300	TRUE	day
AT5G45310	FALSE	day
AT5G45340	TRUE	day
AT5G45360	FALSE	day
AT5G45410	TRUE	none
AT5G45430	TRUE	day
AT5G45550	FALSE	none
AT5G45650	TRUE	day
AT5G45700	FALSE	day
AT5G45830	FALSE	day
AT5G45950	TRUE	day
AT5G46050	FALSE	none
AT5G46150	FALSE	none
AT5G46230	TRUE	day
AT5G46240	TRUE	none
AT5G46290	TRUE	day
AT5G46330	FALSE	none
AT5G46450	TRUE	day
AT5G46470	TRUE	day
AT5G46570	TRUE	none
AT5G46690	TRUE	day
AT5G46710	FALSE	none
AT5G46790	TRUE	day
AT5G46800	TRUE	day
AT5G46840	FALSE	none
AT5G46910	TRUE	none
AT5G47050	TRUE	day
AT5G47060	TRUE	day
AT5G47080	FALSE	none
AT5G47180	FALSE	none
AT5G47220	FALSE	none
AT5G47330	TRUE	day
AT5G47370	FALSE	day
AT5G47390	FALSE	day
AT5G47490	TRUE	day
AT5G47520	FALSE	none
AT5G47610	TRUE	none
AT5G47680	FALSE	none
AT5G47720	FALSE	none
AT5G47730	TRUE	none
AT5G47760	FALSE	day
AT5G47800	TRUE	day
AT5G47910	TRUE	day
AT5G48180	FALSE	day
AT5G48490	FALSE	none
AT5G48540	TRUE	day
AT5G48570	TRUE	none
AT5G48730	TRUE	day
AT5G48850	TRUE	day
AT5G48880	TRUE	day
AT5G48910	TRUE	day
AT5G48930	TRUE	day
AT5G49170	FALSE	night
AT5G49360	FALSE	night
AT5G49400	FALSE	day
AT5G49450	FALSE	day
AT5G49480	TRUE	day
AT5G49630	TRUE	day
AT5G49810	TRUE	day
AT5G49840	FALSE	none
AT5G49890	TRUE	day
AT5G49910	TRUE	none
AT5G50100	TRUE	day
AT5G50110	TRUE	none
AT5G50230	FALSE	none
AT5G50335	FALSE	none
AT5G50730	TRUE	none
AT5G50800	TRUE	day
AT5G50820	TRUE	night
AT5G51050	TRUE	day
AT5G51180	FALSE	none
AT5G51260	TRUE	none
AT5G51390	FALSE	day
AT5G51400	FALSE	none
AT5G51460	TRUE	day
AT5G51720	TRUE	day
AT5G51770	TRUE	none
AT5G51810	FALSE	day
AT5G51960	FALSE	day
AT5G52060	TRUE	day
AT5G52100	FALSE	day
AT5G52120	FALSE	none
AT5G52250	FALSE	day
AT5G52310	TRUE	day
AT5G52320	TRUE	day
AT5G52380	TRUE	none
AT5G52420;AT5G52430	TRUE	day
AT5G52450	TRUE	day
AT5G52510	TRUE	day
AT5G52570	TRUE	none
AT5G52750	TRUE	day
AT5G52810	TRUE	none
AT5G52830	TRUE	none
AT5G52850	FALSE	day
AT5G52900	FALSE	none
AT5G53070	TRUE	day
AT5G53120	TRUE	day
AT5G53140	TRUE	day
AT5G53160	FALSE	none
AT5G53200	TRUE	none
AT5G53280	TRUE	day
AT5G53370	TRUE	none
AT5G53420	TRUE	day
AT5G53440	FALSE	none
AT5G53550	FALSE	none
AT5G53590	TRUE	day
AT5G53710	TRUE	day
AT5G53760	TRUE	day
AT5G53830	FALSE	none
AT5G53970	TRUE	night
AT5G54060	TRUE	night
AT5G54080	FALSE	day
AT5G54130	TRUE	day
AT5G54160	TRUE	day
AT5G54250	TRUE	day
AT5G54280	FALSE	day
AT5G54280;AT5G54270	TRUE	night
AT5G54300	TRUE	day
AT5G54380	FALSE	none
AT5G54520	FALSE	day
AT5G54540	FALSE	none
AT5G54610	TRUE	day
AT5G54630	FALSE	none
AT5G54660	TRUE	day
AT5G54840	TRUE	none
AT5G54860	TRUE	day
AT5G54910	TRUE	day
AT5G54930	TRUE	none
AT5G54960	TRUE	day
AT5G55000	FALSE	none
AT5G55050	TRUE	day
AT5G55070	TRUE	day
AT5G55100	FALSE	day
AT5G55120	TRUE	none
AT5G55180	TRUE	day
AT5G55280	TRUE	day
AT5G55380	TRUE	day
AT5G55400	TRUE	none
AT5G55480	TRUE	day
AT5G55610	TRUE	day
AT5G55620	TRUE	day
AT5G55700	FALSE	day
AT5G55730	TRUE	day
AT5G55840	TRUE	day
AT5G55920	TRUE	day
AT5G55930	FALSE	night
AT5G55960	TRUE	day
AT5G55970	FALSE	day
AT5G56010;AT5G56000	TRUE	none
AT5G56020	FALSE	none
AT5G56030	TRUE	none
AT5G56040	TRUE	day
AT5G56140	FALSE	none
AT5G56180	FALSE	day
AT5G56250	TRUE	day
AT5G56340	FALSE	none
AT5G56500	TRUE	none
AT5G56610	TRUE	day
AT5G56750	FALSE	none
AT5G56850	TRUE	day
AT5G56860	TRUE	day
AT5G56870	FALSE	none
AT5G56980	TRUE	day
AT5G57020	FALSE	none
AT5G57030	TRUE	day
AT5G57110	TRUE	day
AT5G57130	TRUE	day
AT5G57150	TRUE	day
AT5G57180	TRUE	day
AT5G57240	FALSE	none
AT5G57290	TRUE	day
AT5G57340	FALSE	day
AT5G57345	TRUE	day
AT5G57410	FALSE	day
AT5G57550	FALSE	none
AT5G57560	FALSE	day
AT5G57610	TRUE	day
AT5G57630	FALSE	day
AT5G57650	FALSE	day
AT5G57655	FALSE	none
AT5G57660	TRUE	night
AT5G57700	TRUE	day
AT5G57770;AT5G57760	FALSE	none
AT5G57800	TRUE	day
AT5G57880	FALSE	none
AT5G57900	FALSE	day
AT5G57910	FALSE	day
AT5G57990	TRUE	day
AT5G58070	TRUE	none
AT5G58120	TRUE	day
AT5G58140	TRUE	day
AT5G58150;AT5G58140	TRUE	day
AT5G58220;AT5G58210	FALSE	none
AT5G58260	TRUE	none
AT5G58380	TRUE	day
AT5G58430	FALSE	none
AT5G58480	TRUE	day
AT5G58520	FALSE	none
AT5G58570;AT5G58560	TRUE	day
AT5G58575	FALSE	none
AT5G58620	TRUE	day
AT5G58650	FALSE	none
AT5G58690	TRUE	none
AT5G58700	TRUE	none
AT5G58720	FALSE	none
AT5G58770	TRUE	day
AT5G58787	FALSE	none
AT5G58800	FALSE	day
AT5G58900	TRUE	day
AT5G58960	FALSE	none
AT5G59010	FALSE	none
AT5G59030	TRUE	day
AT5G59050	TRUE	day
AT5G59130	TRUE	day
AT5G59220	TRUE	day
AT5G59320	TRUE	none
AT5G59350	TRUE	day
AT5G59400	TRUE	day
AT5G59420	FALSE	none
AT5G59440	FALSE	none
AT5G59480	TRUE	day
AT5G59540	TRUE	day
AT5G59550	FALSE	none
AT5G59670	TRUE	none
AT5G59730	TRUE	day
AT5G59740	TRUE	day
AT5G59750	TRUE	day
AT5G59830	FALSE	day
AT5G59920;AT4G01350	TRUE	day
AT5G59960	FALSE	day
AT5G60120	TRUE	day
AT5G60170	TRUE	none
AT5G60190	FALSE	night
AT5G60450	TRUE	day
AT5G60680	FALSE	day
AT5G60710	FALSE	none
AT5G60860	FALSE	day
AT5G60890	TRUE	day
AT5G60900	TRUE	day
AT5G61010	TRUE	day
AT5G61020	TRUE	day
AT5G61030	TRUE	day
AT5G61130	TRUE	day
AT5G61240	TRUE	none
AT5G61340	TRUE	day
AT5G61420	TRUE	day
AT5G61440	FALSE	none
AT5G61450	FALSE	day
AT5G61530	FALSE	none
AT5G61590	FALSE	none
AT5G61600	FALSE	none
AT5G61770	TRUE	day
AT5G61810	TRUE	day
AT5G61820	TRUE	none
AT5G62020	FALSE	day
AT5G62070	TRUE	day
AT5G62130	TRUE	none
AT5G62140	TRUE	day
AT5G62210	TRUE	night
AT5G62220	TRUE	day
AT5G62280	FALSE	none
AT5G62290	FALSE	day
AT5G62350	TRUE	day
AT5G62360	TRUE	day
AT5G62430	TRUE	none
AT5G62470	TRUE	none
AT5G62500	TRUE	none
AT5G62540	FALSE	day
AT5G62720	TRUE	none
AT5G62840	TRUE	none
AT5G62900	FALSE	none
AT5G62910	FALSE	day
AT5G62920	TRUE	day
AT5G62980	FALSE	day
AT5G63040	TRUE	day
AT5G63060	TRUE	none
AT5G63100	TRUE	day
AT5G63130	TRUE	day
AT5G63190	FALSE	none
AT5G63200	FALSE	day
AT5G63380	TRUE	day
AT5G63410	TRUE	day
AT5G63480	FALSE	day
AT5G63530	TRUE	none
AT5G63610	FALSE	none
AT5G63620	FALSE	day
AT5G63650	FALSE	none
AT5G63780	TRUE	day
AT5G63880	FALSE	none
AT5G63930	FALSE	night
AT5G63980	TRUE	day
AT5G63990	TRUE	day
AT5G64080	TRUE	day
AT5G64170	TRUE	night
AT5G64230	TRUE	day
AT5G64240	FALSE	none
AT5G64260	FALSE	none
AT5G64280	TRUE	day
AT5G64290	TRUE	day
AT5G64310	TRUE	day
AT5G64380	FALSE	none
AT5G64510	TRUE	night
AT5G64550	TRUE	none
AT5G64570	FALSE	none
AT5G64610	FALSE	none
AT5G64640	TRUE	day
AT5G64740	TRUE	day
AT5G64770	TRUE	none
AT5G64840	TRUE	none
AT5G64850	TRUE	day
AT5G64880	FALSE	none
AT5G64920	FALSE	none
AT5G64970	TRUE	none
AT5G64980	TRUE	none
AT5G65010	TRUE	day
AT5G65040	FALSE	night
AT5G65110	FALSE	none
AT5G65140	TRUE	none
AT5G65205	FALSE	none
AT5G65280	TRUE	none
AT5G65390	FALSE	night
AT5G65410	TRUE	day
AT5G65470	TRUE	none
AT5G65480	TRUE	none
AT5G65490	FALSE	none
AT5G65700	TRUE	day
AT5G65730	FALSE	day
AT5G65810	TRUE	day
AT5G65870	TRUE	day
AT5G65880	TRUE	day
AT5G65890	TRUE	none
AT5G65910	FALSE	none
AT5G65990	TRUE	day
AT5G66000	TRUE	day
AT5G66050	FALSE	day
AT5G66110	FALSE	none
AT5G66160	FALSE	none
AT5G66180	FALSE	none
AT5G66190	TRUE	day
AT5G66250	FALSE	none
AT5G66290	FALSE	none
AT5G66310	TRUE	day
AT5G66420	TRUE	none
AT5G66460	TRUE	none
AT5G66490	FALSE	none
AT5G66520	FALSE	none
AT5G66650	FALSE	day
AT5G66730	TRUE	day
AT5G66740	TRUE	day
AT5G66750	TRUE	day
AT5G66770	TRUE	day
AT5G66880	FALSE	day
AT5G66930	FALSE	day
AT5G67030	TRUE	none
AT5G67150	TRUE	none
AT5G67160	TRUE	day
AT5G67200	TRUE	day
AT5G67280	TRUE	day
AT5G67360	TRUE	day
AT5G67370	TRUE	day
AT5G67380	FALSE	none
AT5G67420	FALSE	day
AT5G67480	FALSE	day
AT5G67510	TRUE	none
AT5G67570	FALSE	day
		
